OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Disability_Population_Total_Civilian_Noninstitutionalized,Disability_Population_Total_Under18_Civilian_Noninstitutionalize,Disability_TCNPop_With_A_Disability,Percent_Disability_TCNPop_With_A_Disability,Disability_Population_TCNPop_Age_Under_5,Disability_TCNPop_AgeUnder5_With_A_Disability,Percent_Disability_TCNPop_AgeUnder5_With_A_Disability,Disability_Population_TCNPop_Age5to17,Disability_TCNPop_Age5to17_With_A_Disability,Percent_Disability_TCNPop_Age5to17_With_A_Disability,Disability_Population_TCNPop_Age0to17,Disability_TCNPopAge0to17_With_A_Disability,Percent_Disability_TCNPop_Age0to17_With_A_Disability,Disability_TCNPop_With_A_Hearing_Difficulty,Percent_Disability_TCNPop_With_A_Hearing_Difficulty,Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Disability_TCNPop_With_A_Vision_Difficulty,Percent_Disability_TCNPop_With_A_Vision_Difficulty,Disability_TCNPop_With_A_Vision_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Vision_Difficulty_Under18,Disability_Population_TCNPop_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Disability_Population_TCNPop_Age_Over_17,Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty,Percent_Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty
742,08101000200,"Census Tract 2, Pueblo County, Colorado",08101000200,PUEBLO,2022,1758.3,2022,530,443,21.9,143,0,0,387,3,0.8,530,20,3.6,145,7.2,0,0,126,6.2,0,0,1879,189,10.1,3,0.8,253,13.5,0,0,65,3.5,0,0,1492,182,12.2
743,08101002906,"Census Tract 29.06, Pueblo County, Colorado",08101002906,PUEBLO,4378,158.7,4365,1051,426,9.8,84,0,0,967,57,5.9,1051,47,4.4,278,6.4,32,3,24,0.5,0,0,4281,82,1.9,13,1.3,195,4.6,12,1.2,71,1.7,25,2.6,3314,62,1.9
744,08101002700,"Census Tract 27, Pueblo County, Colorado",08101002700,PUEBLO,5099,4678,5099,1026,1330,26.1,343,0,0,683,7,1,1026,21,1.8,453,8.9,0,0,306,6,0,0,4756,485,10.2,7,1,840,17.7,0,0,244,5.1,0,0,4073,493,12.1
745,08101001600,"Census Tract 16, Pueblo County, Colorado",08101001600,PUEBLO,1822,1822,1722,389,261,15.2,137,0,0,252,13,5.2,389,15,4.5,116,6.7,0,0,51,3,13,3.3,1585,61,3.8,0,0,113,7.1,0,0,22,1.4,0,0,1333,50,3.8
746,08101002903,"Census Tract 29.03, Pueblo County, Colorado",08101002903,PUEBLO,6878,674.3,6865,1531,1266,18.4,493,0,0,1038,70,6.7,1531,59,4.1,479,7,13,0.8,295,4.3,22,1.4,6372,268,4.2,35,3.4,920,14.4,0,0,417,6.5,0,0,5334,632,11.8
747,08101000500,"Census Tract 5, Pueblo County, Colorado",08101000500,PUEBLO,1953,1395,1953,223,410,21,51,0,0,172,0,0,223,0,0,125,6.4,0,0,30,1.5,0,0,1902,142,7.5,0,0,232,12.2,0,0,69,3.6,0,0,1730,170,9.8
748,08101000800,"Census Tract 8, Pueblo County, Colorado",08101000800,PUEBLO,3126,3907.5,3003,957,610,20.3,230,0,0,727,17,2.3,957,26,2.9,196,6.5,3,0.3,150,5,15,1.6,2773,257,9.3,5,0.7,363,13.1,3,0.4,227,8.2,3,0.4,2046,315,15.4
749,08101002901,"Census Tract 29.01, Pueblo County, Colorado",08101002901,PUEBLO,2935,784.8,2922,881,530,18.1,146,0,0,735,39,5.3,881,0,0,118,4,8,0.9,118,4,0,0,2776,218,7.9,31,4.2,296,10.7,0,0,81,2.9,0,0,2041,157,7.7
750,08101002500,"Census Tract 25, Pueblo County, Colorado",08101002500,PUEBLO,2970,6600,2970,619,622,20.9,163,0,0,456,14,3.1,619,22,3.3,147,4.9,0,0,167,5.6,0,0,2807,367,13.1,0,0,306,10.9,0,0,119,4.2,14,3.1,2351,273,11.6
751,08101003103,"Census Tract 31.03, Pueblo County, Colorado",08101003103,PUEBLO,1909,378.8,1909,457,395,20.7,75,0,0,382,50,13.1,457,17,4.5,79,4.1,14,3.1,46,2.4,0,0,1834,149,8.1,36,9.4,220,12,11,2.9,71,3.9,11,2.9,1452,116,8
752,08101003001,"Census Tract 30.01, Pueblo County, Colorado",08101003001,PUEBLO,1016,194.6,1016,241,177,17.4,62,0,0,179,26,14.5,241,35,10.3,70,6.9,18,7.5,37,3.6,18,7.5,954,76,8,26,14.5,117,12.3,18,10.1,45,4.7,18,10.1,775,40,5.2
753,08101001000,"Census Tract 10, Pueblo County, Colorado",08101001000,PUEBLO,5447,7074,5431,1800,956,17.6,470,0,0,1330,71,5.3,1800,63,3.5,257,4.7,0,0,121,2.2,33,1.8,4961,284,5.7,51,3.8,541,10.9,11,0.8,157,3.2,0,0,3631,254,7
754,08101000904,"Census Tract 9.04, Pueblo County, Colorado",08101000904,PUEBLO,3699,3893.7,3629,653,980,27,170,0,0,483,20,4.1,653,11,1.5,381,10.5,20,3.1,128,3.5,0,0,3459,289,8.4,0,0,622,18,0,0,230,6.6,0,0,2976,343,11.5
755,08101003004,"Census Tract 30.04, Pueblo County, Colorado",08101003004,PUEBLO,2960,699.8,2811,543,260,9.2,173,0,0,370,4,1.1,543,0,0,82,2.9,0,0,30,1.1,0,0,2638,83,3.1,0,0,145,5.5,0,0,58,2.2,0,0,2268,100,4.4
756,08101001100,"Census Tract 11, Pueblo County, Colorado",08101001100,PUEBLO,2352,4276.4,2352,557,573,24.4,59,0,0,498,60,12,557,21,3.2,164,7,0,0,244,10.4,60,10.8,2293,197,8.6,0,0,187,8.2,0,0,96,4.2,0,0,1795,230,12.8
757,08101000902,"Census Tract 9.02, Pueblo County, Colorado",08101000902,PUEBLO,6413,4484.6,6335,1615,885,14,818,0,0,797,76,9.5,1615,69,4.6,336,5.3,45,2.8,210,3.3,31,1.9,5517,368,6.7,0,0,364,6.6,0,0,110,2,0,0,4720,269,5.7
758,08101003200,"Census Tract 32, Pueblo County, Colorado",08101003200,PUEBLO,3483,4.2,3483,848,521,15,231,0,0,617,9,1.5,848,8,1,232,6.7,0,0,132,3.8,0,0,3252,228,7,9,1.5,338,10.4,0,0,100,3.1,0,0,2635,202,7.7
759,08101000400,"Census Tract 4, Pueblo County, Colorado",08101000400,PUEBLO,2846,4446.9,2846,704,815,28.6,172,0,0,532,44,8.3,704,50,6.8,170,6,0,0,239,8.4,24,3.4,2674,289,10.8,20,3.8,360,13.5,0,0,133,5,0,0,2142,275,12.8
760,08101002806,"Census Tract 28.06, Pueblo County, Colorado",08101002806,PUEBLO,4476,13.2,4476,1238,810,18.1,234,0,0,1004,57,5.7,1238,77,6.7,278,6.2,0,0,150,3.4,0,0,4242,363,8.6,51,5.1,394,9.3,6,0.6,112,2.6,0,0,3238,186,5.7
761,08101000300,"Census Tract 3, Pueblo County, Colorado",08101000300,PUEBLO,2099,4466,10,0,10,100,0,0,,0,0,,0,0,,0,0,0,,0,0,0,,10,10,100,0,,0,0,0,,0,0,0,,10,2,20
762,08101002804,"Census Tract 28.04, Pueblo County, Colorado",08101002804,PUEBLO,4372,15.5,4372,860,952,21.8,207,0,0,653,49,7.5,860,52,5.4,401,9.2,0,0,171,3.9,1,0.1,4165,378,9.1,38,5.8,472,11.3,10,1.5,93,2.2,29,4.4,3512,209,6
763,08101001200,"Census Tract 12, Pueblo County, Colorado",08101001200,PUEBLO,2130,2088.2,2118,623,625,29.5,188,23,12.2,435,98,22.5,623,106,16.6,187,8.8,23,3.7,110,5.2,5,0.8,1930,316,16.4,74,17,307,15.9,0,0,139,7.2,12,2.8,1495,201,13.4
764,08101000600,"Census Tract 6, Pueblo County, Colorado",08101000600,PUEBLO,1960,5600,1960,369,591,30.2,87,0,0,282,27,9.6,369,27,5.8,236,12,0,0,128,6.5,0,0,1873,336,17.9,27,9.6,286,15.3,6,2.1,129,6.9,6,2.1,1591,293,18.4
765,08101002807,"Census Tract 28.07, Pueblo County, Colorado",08101002807,PUEBLO,4753,3772.2,4753,1238,689,14.5,243,0,0,995,31,3.1,1238,38,3.2,309,6.5,9,0.7,73,1.5,9,0.7,4510,291,6.5,31,3.1,356,7.9,0,0,244,5.4,0,0,3515,195,5.5
766,08101002808,"Census Tract 28.08, Pueblo County, Colorado",08101002808,PUEBLO,3305,1316.7,3305,891,500,15.1,125,0,0,766,123,16.1,891,41,4.2,172,5.2,41,4.6,68,2.1,0,0,3180,151,4.7,59,7.7,214,6.7,23,3,151,4.7,54,7,2414,123,5.1
767,08101001500,"Census Tract 15, Pueblo County, Colorado",08101001500,PUEBLO,2247,4405.9,2237,449,443,19.8,103,0,0,346,46,13.3,449,26,5.8,87,3.9,0,0,84,3.8,0,0,2134,172,8.1,46,13.3,227,10.6,0,0,40,1.9,0,0,1788,111,6.2
768,08101000100,"Census Tract 1, Pueblo County, Colorado",08101000100,PUEBLO,2675,1996.3,2675,537,343,12.8,175,0,0,362,26,7.2,537,28,5.1,104,3.9,0,0,42,1.6,13,2.4,2500,135,5.4,26,7.2,131,5.2,13,3.6,64,2.6,13,3.6,2138,83,3.9
769,08035014006,"Census Tract 140.06, Douglas County, Colorado",08035014006,DOUGLAS,6842,3212.2,6842,2356,307,4.5,562,0,0,1794,22,1.2,2356,23,1.1,108,1.6,0,0,43,0.6,5,0.2,6280,117,1.9,22,1.2,68,1.1,0,0,32,0.5,15,0.8,4486,68,1.5
770,08035013910,"Census Tract 139.10, Douglas County, Colorado",08035013910,DOUGLAS,6434,3233.2,6434,1918,332,5.2,395,0,0,1523,20,1.3,1918,56,3.1,127,2,0,0,16,0.2,0,0,6039,94,1.6,20,1.3,167,2.8,0,0,14,0.2,0,0,4516,59,1.3
771,08035014140,"Census Tract 141.40, Douglas County, Colorado",08035014140,DOUGLAS,5260,3483.4,5260,1480,277,5.3,296,0,0,1184,11,0.9,1480,43,2.6,89,1.7,0,0,19,0.4,0,0,4964,51,1,11,0.9,157,3.2,0,0,21,0.4,0,0,3780,40,1.1
772,08035014132,"Census Tract 141.32, Douglas County, Colorado",08035014132,DOUGLAS,6366,4973.4,6354,2109,245,3.9,425,0,0,1684,10,0.6,2109,12,0.5,82,1.3,10,0.5,10,0.2,0,0,5929,100,1.7,10,0.6,74,1.2,0,0,48,0.8,10,0.6,4245,108,2.5
773,08035014130,"Census Tract 141.30, Douglas County, Colorado",08035014130,DOUGLAS,7870,5786.8,7870,2435,351,4.5,408,0,0,2027,79,3.9,2435,107,4.1,113,1.4,30,1.2,58,0.7,10,0.4,7462,121,1.6,69,3.4,89,1.2,0,0,14,0.2,14,0.7,5435,71,1.3
774,08035014124,"Census Tract 141.24, Douglas County, Colorado",08035014124,DOUGLAS,5437,5383.2,5437,1588,206,3.8,278,0,0,1310,18,1.4,1588,21,1.3,76,1.4,3,0.2,57,1,0,0,5159,64,1.2,15,1.1,84,1.6,0,0,41,0.8,15,1.1,3849,45,1.2
775,08035014405,"Census Tract 144.05, Douglas County, Colorado",08035014405,DOUGLAS,7799,2190.7,7798,2552,400,5.1,590,0,0,1962,52,2.7,2552,38,1.6,99,1.3,0,0,135,1.7,15,0.6,7208,130,1.8,52,2.7,93,1.3,15,0.8,57,0.8,15,0.8,5246,75,1.4
776,08035014505,"Census Tract 145.05, Douglas County, Colorado",08035014505,DOUGLAS,5310,928.3,5159,1312,411,8,210,0,0,1102,0,0,1312,0,0,148,2.9,0,0,112,2.2,0,0,4949,127,2.6,0,0,137,2.8,0,0,33,0.7,0,0,3847,113,2.9
777,08035014603,"Census Tract 146.03, Douglas County, Colorado",08035014603,DOUGLAS,7436,2927.6,7367,2405,551,7.5,554,0,0,1851,74,4,2405,42,1.9,163,2.2,0,0,46,0.6,10,0.4,6813,320,4.7,64,3.5,247,3.6,0,0,71,1,0,0,4962,115,2.3
778,08035014403,"Census Tract 144.03, Douglas County, Colorado",08035014403,DOUGLAS,5520,89.2,5511,1091,437,7.9,187,0,0,904,55,6.1,1091,34,3.4,215,3.9,0,0,41,0.7,0,0,5324,173,3.2,55,6.1,168,3.2,0,0,77,1.4,13,1.4,4420,160,3.6
779,08035014404,"Census Tract 144.04, Douglas County, Colorado",08035014404,DOUGLAS,2681,29.1,2675,401,334,12.5,62,0,0,339,13,3.8,401,9,2.1,150,5.6,0,0,42,1.6,0,0,2613,107,4.1,13,3.8,144,5.5,0,0,31,1.2,0,0,2274,80,3.5
780,08035014128,"Census Tract 141.28, Douglas County, Colorado",08035014128,DOUGLAS,5027,6206.2,5027,1335,270,5.4,362,0,0,973,34,3.5,1335,22,1.6,139,2.8,0,0,27,0.5,0,0,4665,83,1.8,23,2.4,28,0.6,0,0,33,0.7,22,2.3,3692,47,1.3
781,08035014129,"Census Tract 141.29, Douglas County, Colorado",08035014129,DOUGLAS,3923,7401.9,3923,1243,171,4.4,129,0,0,1114,9,0.8,1243,11,0.8,71,1.8,0,0,0,0,0,0,3794,60,1.6,9,0.8,70,1.8,0,0,34,0.9,0,0,2680,46,1.7
782,08035014134,"Census Tract 141.34, Douglas County, Colorado",08035014134,DOUGLAS,6478,5266.7,6478,2158,449,6.9,491,28,5.7,1667,55,3.3,2158,77,3.3,208,3.2,28,1.3,78,1.2,38,1.8,5987,86,1.4,45,2.7,126,2.1,0,0,0,0,0,0,4320,52,1.2
783,08035014136,"Census Tract 141.36, Douglas County, Colorado",08035014136,DOUGLAS,9188,7122.5,9188,3137,439,4.8,737,0,0,2400,16,0.7,3137,37,1.2,124,1.3,0,0,136,1.5,16,0.5,8451,74,0.9,0,0,109,1.3,0,0,40,0.5,0,0,6051,91,1.5
784,08035014138,"Census Tract 141.38, Douglas County, Colorado",08035014138,DOUGLAS,3313,4538.4,3310,469,190,5.7,175,0,0,294,32,10.9,469,10,1.9,42,1.3,8,1.7,33,1,24,5.1,3135,73,2.3,24,8.2,92,2.9,24,8.2,24,0.8,24,8.2,2841,35,1.2
785,08035014139,"Census Tract 141.39, Douglas County, Colorado",08035014139,DOUGLAS,3924,2706.2,3924,882,222,5.7,148,0,0,734,9,1.2,882,9,1,88,2.2,0,0,22,0.6,0,0,3776,39,1,9,1.2,111,2.9,0,0,13,0.3,0,0,3042,46,1.5
786,08035014126,"Census Tract 141.26, Douglas County, Colorado",08035014126,DOUGLAS,1876,6948.1,1876,301,139,7.4,65,0,0,236,0,0,301,0,0,69,3.7,0,0,14,0.7,0,0,1811,24,1.3,0,0,45,2.5,0,0,0,0,0,0,1575,25,1.6
787,08035014203,"Census Tract 142.03, Douglas County, Colorado",08035014203,DOUGLAS,6704,923.4,6704,1591,418,6.2,374,0,0,1217,19,1.6,1591,36,2.1,182,2.7,0,0,22,0.3,0,0,6330,131,2.1,19,1.6,163,2.6,0,0,129,2,19,1.6,5113,192,3.8
788,08035014406,"Census Tract 144.06, Douglas County, Colorado",08035014406,DOUGLAS,11516,798.6,11497,3562,732,6.4,1112,0,0,2450,88,3.6,3562,82,2.5,233,2,19,0.5,99,0.9,14,0.4,10385,236,2.3,55,2.2,274,2.6,0,0,120,1.2,0,0,7935,309,3.9
789,08035014133,"Census Tract 141.33, Douglas County, Colorado",08035014133,DOUGLAS,6578,4137.1,6578,1972,433,6.6,329,0,0,1643,14,0.9,1972,9,0.4,189,2.9,0,0,131,2,0,0,6249,105,1.7,0,0,167,2.7,0,0,131,2.1,14,0.9,4606,150,3.3
790,08035014204,"Census Tract 142.04, Douglas County, Colorado",08035014204,DOUGLAS,3247,323.1,3247,868,337,10.4,191,0,0,677,56,8.3,868,49,5.4,155,4.8,0,0,38,1.2,0,0,3056,177,5.8,56,8.3,173,5.7,0,0,74,2.4,15,2.2,2379,127,5.3
791,08035014135,"Census Tract 141.35, Douglas County, Colorado",08035014135,DOUGLAS,3933,151.3,3931,1307,110,2.8,118,0,0,1189,13,1.1,1307,17,1.4,51,1.3,0,0,6,0.2,0,0,3813,38,1,13,1.1,35,0.9,0,0,11,0.3,0,0,2624,18,0.7
792,08035014131,"Census Tract 141.31, Douglas County, Colorado",08035014131,DOUGLAS,4078,790.3,4078,633,646,15.8,159,0,0,474,10,2.1,633,9,1.2,217,5.3,0,0,108,2.6,0,0,3919,120,3.1,10,2.1,267,6.8,0,0,77,2,10,2.1,3445,210,6.1
793,08035014137,"Census Tract 141.37, Douglas County, Colorado",08035014137,DOUGLAS,9763,2208.8,9763,3616,250,2.6,579,0,0,3037,23,0.8,3616,32,0.8,59,0.6,0,0,34,0.3,0,0,9184,72,0.8,23,0.8,91,1,0,0,61,0.7,23,0.8,6147,67,1.1
794,08035014127,"Census Tract 141.27, Douglas County, Colorado",08035014127,DOUGLAS,5367,2245.6,5367,1636,387,7.2,213,0,0,1423,45,3.2,1636,49,2.9,122,2.3,0,0,98,1.8,7,0.4,5154,83,1.6,17,1.2,151,2.9,0,0,73,1.4,21,1.5,3731,81,2.2
795,08035014125,"Census Tract 141.25, Douglas County, Colorado",08035014125,DOUGLAS,3882,581.1,3882,856,183,4.7,125,0,0,731,34,4.7,856,29,3.5,50,1.3,12,1.4,46,1.2,5,0.6,3757,37,1,17,2.3,95,2.5,0,0,16,0.4,4,0.5,3026,45,1.5
796,08035014005,"Census Tract 140.05, Douglas County, Colorado",08035014005,DOUGLAS,5084,4621.8,5053,1734,212,4.2,382,0,0,1352,23,1.7,1734,20,1.1,107,2.1,0,0,25,0.5,0,0,4671,78,1.7,23,1.7,162,3.5,0,0,82,1.8,0,0,3319,83,2.5
797,08035014007,"Census Tract 140.07, Douglas County, Colorado",08035014007,DOUGLAS,2964,788.3,2964,419,124,4.2,99,0,0,320,3,0.9,419,4,0.9,23,0.8,0,0,26,0.9,0,0,2865,22,0.8,0,0,55,1.9,0,0,4,0.1,0,0,2545,38,1.5
798,08035014011,"Census Tract 140.11, Douglas County, Colorado",08035014011,DOUGLAS,2724,233.6,2724,677,337,12.4,235,4,1.7,442,4,0.9,677,13,2.4,113,4.1,0,0,57,2.1,4,0.6,2489,152,6.1,0,0,165,6.6,4,0.9,78,3.1,4,0.9,2047,161,7.9
799,08035014506,"Census Tract 145.06, Douglas County, Colorado",08035014506,DOUGLAS,4496,58.3,4488,1210,146,3.3,351,0,0,859,9,1,1210,11,0.9,112,2.5,0,0,27,0.6,0,0,4137,37,0.9,9,1,42,1,0,0,9,0.2,0,0,3278,20,0.6
800,08035014604,"Census Tract 146.04, Douglas County, Colorado",08035014604,DOUGLAS,4122,163.8,4106,1438,214,5.2,324,0,0,1114,8,0.7,1438,32,2.2,81,2,0,0,28,0.7,0,0,3782,43,1.1,8,0.7,84,2.2,0,0,16,0.4,0,0,2668,24,0.9
801,08035014013,"Census Tract 140.13, Douglas County, Colorado",08035014013,DOUGLAS,6703,419.5,6667,2480,329,4.9,834,0,0,1646,32,1.9,2480,14,0.6,114,1.7,0,0,42,0.6,10,0.4,5833,38,0.7,22,1.3,163,2.8,0,0,45,0.8,0,0,4187,45,1.1
802,08035014012,"Census Tract 140.12, Douglas County, Colorado",08035014012,DOUGLAS,8027,424.5,7957,2588,440,5.5,733,0,0,1855,23,1.2,2588,19,0.8,146,1.8,11,0.4,99,1.2,0,0,7224,172,2.4,12,0.6,171,2.4,0,0,78,1.1,12,0.6,5369,190,3.5
803,08035014008,"Census Tract 140.08, Douglas County, Colorado",08035014008,DOUGLAS,7294,3270.9,7268,2101,292,4,430,0,0,1671,16,1,2101,13,0.6,112,1.5,0,0,34,0.5,0,0,6838,59,0.9,16,1,113,1.7,0,0,56,0.8,0,0,5167,144,2.8
804,08035014009,"Census Tract 140.09, Douglas County, Colorado",08035014009,DOUGLAS,3757,2664.5,3757,1068,214,5.7,328,0,0,740,0,0,1068,15,1.5,94,2.5,0,0,25,0.7,0,0,3429,73,2.1,0,0,69,2,0,0,10,0.3,0,0,2689,79,2.9
805,08035014010,"Census Tract 140.10, Douglas County, Colorado",08035014010,DOUGLAS,5630,3371.3,5630,1490,343,6.1,408,0,0,1082,25,2.3,1490,21,1.5,165,2.9,0,0,70,1.2,0,0,5222,116,2.2,25,2.3,138,2.6,0,0,53,1,0,0,4140,120,2.9
806,08035013911,"Census Tract 139.11, Douglas County, Colorado",08035013911,DOUGLAS,7463,536.1,7463,2505,578,7.7,506,0,0,1999,45,2.3,2505,54,2.3,105,1.4,0,0,84,1.1,3,0.1,6957,144,2.1,17,0.9,299,4.3,0,0,132,1.9,25,1.3,4958,141,2.8
807,08035014123,"Census Tract 141.23, Douglas County, Colorado",08035014123,DOUGLAS,3222,1471.2,2860,674,217,7.6,121,0,0,553,23,4.2,674,35,5,73,2.6,0,0,17,0.6,0,0,2739,131,4.8,23,4.2,48,1.8,0,0,15,0.5,0,0,2186,53,2.4
808,08035014504,"Census Tract 145.04, Douglas County, Colorado",08035014504,DOUGLAS,4723,1859.4,4714,1147,605,12.8,262,0,0,885,75,8.5,1147,78,6.6,128,2.7,0,0,57,1.2,0,0,4452,269,6,75,8.5,284,6.4,38,4.3,128,2.9,38,4.3,3567,152,4.3
809,08035013908,"Census Tract 139.08, Douglas County, Colorado",08035013908,DOUGLAS,7403,693.2,7403,1630,471,6.4,240,0,0,1390,119,8.6,1630,112,6.9,192,2.6,30,1.8,31,0.4,0,0,7163,231,3.2,89,6.4,152,2.1,0,0,149,2.1,51,3.7,5773,104,1.8
810,08035013907,"Census Tract 139.07, Douglas County, Colorado",08035013907,DOUGLAS,5115,2079.3,5115,1438,489,9.6,222,0,0,1216,115,9.5,1438,93,7.4,200,3.9,7,0.5,28,0.5,0,0,4893,256,5.2,100,8.2,156,3.2,0,0,51,1,16,1.3,3677,177,4.8
811,08035013905,"Census Tract 139.05, Douglas County, Colorado",08035013905,DOUGLAS,3666,2618.6,3666,933,415,11.3,185,0,0,748,18,2.4,933,29,3,120,3.3,8,0.9,21,0.6,0,0,3481,189,5.4,10,1.3,134,3.8,0,0,71,2,0,0,2733,154,5.6
812,08035013904,"Census Tract 139.04, Douglas County, Colorado",08035013904,DOUGLAS,4408,2139.8,4408,1036,502,11.4,282,0,0,754,7,0.9,1036,42,3.9,108,2.5,0,0,47,1.1,0,0,4126,163,4,7,0.9,283,6.9,7,0.9,83,2,7,0.9,3372,191,5.7
813,08035014001,"Census Tract 140.01, Douglas County, Colorado",08035014001,DOUGLAS,7679,1714.1,7659,1896,576,7.5,755,0,0,1141,125,11,1896,134,7.8,195,2.5,0,0,92,1.2,21,1.1,6904,253,3.7,104,9.1,160,2.3,0,0,54,0.8,0,0,5763,124,2.2
814,08035014115,"Census Tract 141.15, Douglas County, Colorado",08035014115,DOUGLAS,4381,4381,4369,958,277,6.3,261,0,0,697,8,1.1,958,6,0.6,88,2,0,0,64,1.5,0,0,4108,122,3,0,0,57,1.4,0,0,73,1.8,0,0,3411,83,2.4
815,08035014114,"Census Tract 141.14, Douglas County, Colorado",08035014114,DOUGLAS,3321,2767.5,3321,661,180,5.4,157,0,0,504,0,0,661,0,0,59,1.8,0,0,18,0.5,0,0,3164,28,0.9,0,0,105,3.3,0,0,18,0.6,0,0,2660,37,1.4
816,08035014113,"Census Tract 141.13, Douglas County, Colorado",08035014113,DOUGLAS,3205,6540.8,3205,972,137,4.3,218,0,0,754,4,0.5,972,17,1.6,71,2.2,0,0,38,1.2,0,0,2987,71,2.4,4,0.5,39,1.3,0,0,32,1.1,0,0,2233,62,2.8
817,08009964600,"Census Tract 9646, Baca County, Colorado",08009964600,BACA,1577,0.8,1552,283,307,19.8,73,0,0,210,19,9,283,10,3.5,144,9.3,9,3.2,95,6.1,10,3.5,1479,111,7.5,0,0,185,12.5,0,0,59,4,0,0,1269,108,8.5
818,08009964700,"Census Tract 9647, Baca County, Colorado",08009964700,BACA,2004,3.9,1927,467,455,23.6,117,4,3.4,350,57,16.3,467,64,12.9,181,9.4,12,2.6,169,8.8,28,6,1810,198,10.9,45,12.9,223,12.3,19,5.4,100,5.5,24,6.9,1460,130,8.9
819,08019014700,"Census Tract 147, Clear Creek County, Colorado",08019014700,CLEAR CREEK,4935,26.4,4920,819,488,9.9,177,0,0,642,0,0,819,0,0,164,3.3,0,0,108,2.2,0,0,4743,48,1,0,0,156,3.3,0,0,56,1.2,0,0,4101,52,1.3
820,08019014800,"Census Tract 148, Clear Creek County, Colorado",08019014800,CLEAR CREEK,1819,312,1819,362,186,10.2,153,0,0,209,0,0,362,0,0,77,4.2,0,0,5,0.3,0,0,1666,57,3.4,0,0,66,4,0,0,0,0,0,0,1457,50,3.4
821,08119010202,"Census Tract 102.02, Teller County, Colorado",08119010202,TELLER,605,5,605,44,128,21.2,8,0,0,36,4,11.1,44,19,27.5,53,8.8,0,0,30,5,0,0,597,47,7.9,4,11.1,56,9.4,0,0,26,4.4,0,0,561,14,2.5
822,08119010201,"Census Tract 102.01, Teller County, Colorado",08119010201,TELLER,2463,23.8,2410,339,435,18,145,2,1.4,194,16,8.2,339,28,7.8,149,6.2,2,0.6,117,4.9,0,0,2265,179,7.9,16,8.2,223,9.8,2,1,100,4.4,6,3.1,2071,188,9.1
823,08119010105,"Census Tract 101.05, Teller County, Colorado",08119010105,TELLER,5653,30.6,5586,1002,707,12.7,203,0,0,799,128,16,1002,126,14,262,4.7,10,1,58,1,27,2.7,5383,322,6,91,11.4,414,7.7,46,5.8,77,1.4,46,5.8,4584,128,2.8
824,08119010104,"Census Tract 101.04, Teller County, Colorado",08119010104,TELLER,2075,412.5,2051,381,236,11.5,38,0,0,343,15,4.4,381,24,5.9,56,2.7,3,0.8,40,2,0,0,2013,63,3.1,12,3.5,147,7.3,0,0,46,2.3,0,0,1670,78,4.7
825,08119010103,"Census Tract 101.03, Teller County, Colorado",08119010103,TELLER,8023,598.3,8023,1822,1004,12.5,287,0,0,1535,82,5.3,1822,98,5.3,386,4.8,0,0,142,1.8,82,4.5,7736,340,4.4,69,4.5,300,3.9,69,4.5,139,1.8,69,4.5,6201,159,2.6
826,08119010106,"Census Tract 101.06, Teller County, Colorado",08119010106,TELLER,4950,38.4,4860,782,757,15.6,249,0,0,533,55,10.3,782,69,9,329,6.8,0,0,112,2.3,0,0,4611,167,3.6,55,10.3,403,8.7,0,0,95,2.1,0,0,4078,170,4.2
827,08061960100,"Census Tract 9601, Kiowa County, Colorado",08061960100,KIOWA,1368,0.8,1343,378,204,15.2,148,0,0,230,12,5.2,378,29,7.1,93,6.9,0,0,65,4.8,0,0,1195,75,6.3,12,5.2,117,9.8,0,0,40,3.3,0,0,965,64,6.6
828,08031006804,"Census Tract 68.04, Denver County, Colorado",08031006804,DENVER,2776,3119.1,2776,245,140,5,84,0,0,161,0,0,245,0,0,52,1.9,0,0,13,0.5,0,0,2692,20,0.7,0,0,86,3.2,0,0,35,1.3,0,0,2531,36,1.4
829,08031006701,"Census Tract 67.01, Denver County, Colorado",08031006701,DENVER,3384,8905.3,3371,250,87,2.6,173,0,0,77,0,0,250,0,0,18,0.5,0,0,28,0.8,0,0,3198,29,0.9,0,0,37,1.2,0,0,39,1.2,0,0,3121,35,1.1
